Station ID,Company Name,Location,Industry Domain,Preferred Branches,Stipend (UG),Stipend (PG),Have Accommodation?(Y or N)
5504,Agnext tech- AL/ML,Sahibzada Ajit Singh Nagar,IT,Any,0,0,N
5505,Agnext tech-Computer Vision,Sahibzada Ajit Singh Nagar,IT,Any,0,0,N
5506,Agnext tech-Software Development,Sahibzada Ajit Singh Nagar,IT,Any,0,0,N
5374,Celebal Technologies Pvt Ltd ,Jaipur,Computer Science,Any,0,0,N
4180,Bharat Electronics Limited,Bangalore,IT,"A7 , C6",0,0,N
5581,Synchrony International - Data Analytics,Hyderabad ,IT,"A3 , A7 , A8 , AA , C6",0,0,N
5971,Yashoda Hospitals - Software Development,Hyderabad ,IT,A7,0,0,N
5712,Urjanet - Data Analytics,Chennai,Finance and Mgmt,Any,0,0,N
5973,Swecha - Speech Recognition,Gachibowli ,IT,Any,0,0,N
5972,Swecha  - Web Development,Gachibowli ,IT,Any,0,0,N
5974,Swecha  - Shell Programming,Gachibowli ,IT,Any,0,0,N
5975,Swecha  Machine Learning,Gachibowli ,IT,Any,0,0,N
5502,Afour tech -Mobile App development,Pune,IT,Any,0,0,N
5592,VComply - Mobile Applications/NLP,Kolkata,IT,Any,0,0,N
5591,VComply - Software Development,Kolkata,IT,Any,0,0,N
5594,VComply - Mobile Applications,Kolkata,IT,Any,0,0,N
5508,Arcon Tech- Machine Learning,Mumbai,IT,Any,0,0,N
5601,Sawolabs Technologies - Software Development,Bangalore,IT,Any,0,0,N
5584,Telangana e-governance - Software Development,Hyderabad ,IT,Any,0,0,N
5633,Hexacorp - Full Stack Development,Chennai,IT,Any,0,0,N
5634,Hexacorp - Cloud Services,Chennai,IT,Any,0,0,N
6019,Petasense Technologies Pvt. Ltd.,Bangalore,Computer Science,Any,0,0,N
5982,SharedPro Technologies- Community Building,Vadodara ,IT,Any,0,0,N
5521,Greendeck Cliff.ai-Deep Learning,Indore ,IT,A7,0,0,N
5523,Greendeck Cliff.ai-Full Stack Development,Indore ,IT,"A3 , A7",0,0,N
5525,Greendeck Cliff.ai-Machine Learning,Indore ,IT,A7,0,0,N
5602,Arocom IT - Machine Learning,Gandhinagar ,IT,Any,0,0,N
5509,Big Scale tech- Mobile and Web Developemet,Surat ,IT,Any,0,0,N
5534,Goavega-Data Analytics (ML),Bangalore,IT,Any,0,0,N
5539,Habbit - Web Development,Bangalore,IT,A7,0,0,N
5970,Coditation Systems Pvt Ltd  - Machine Learning,Pune,IT,Any,0,0,N
5969,Coditation Systems Pvt Ltd  - Software Development,Pune,IT,Any,0,0,N
3587,Cateina Technologies Pvt. Ltd.,Mumbai,IT,"A7 , C6",0,0,N
5695,Convergent Technologies (Sequoia Fitness and Sports Technology Pvt Ltd) -Mobile App Development/Data Analytics,Gurgaon,IT,Any,0,0,N
5638,Helix Techin Info Systems Pvt.Ltd - Data Analytics,Goa,IT,Any,0,0,N
5637,Helix Techin Info Systems Pvt.Ltd - Machine Learning/NLP,Goa,IT,Any,0,0,N
5499,Aizant Global Analytics- Software development,Hyderabad ,Health Care,A7,0,0,N
5617,Multigraphics - Artificial Intelligence,New delhi,IT,Any,0,0,N
5635,Heraizen Technologies Pvt. Ltd - Web Development,Bangalore,IT,A7,0,0,N
5572,Needl.ai- Data Analytics,Bangalore,IT,Any,0,0,N
5548,"Xarvis Intelligent Systems Lab Pvt Ltd - Tech ,Pune - Software Development",Pune,IT,Any,0,0,N
5552,VoiceQube - Software Development,Bangalore,IT,A7,0,0,N
5568,Mazo solutions- Analytics,Chennai,IT,Any,0,0,N
5515,Greendeck Cliff.ai-Data Integration,Indore ,IT,A7,0,0,N
5518,Greendeck Cliff.ai-Data Quality Insurance,Indore ,IT,A7,0,0,N
6020,CSPL - Product Management,Ahmedabad ,IT,Any,0,0,N
5694,COUTURE AI- Machine Learning/Deep Learning,Bangalore,IT,Any,0,0,N
5558,Greendeck- content writing,Indore ,IT,Any,0,0,N
5537,Habbit - Data Analytics,Bangalore,IT,A7,0,0,N
5538,Habbit - Product Management,Bangalore,IT,Any,0,0,N
5651,Contenterra Software Private Limited-Analytics/IOT,Hyderabad ,IT,Any,0,0,N
5559,Habbit- Business development,Bangalore,IT,Any,0,0,N
5560,Habbit- company valuation,Bangalore,IT,Any,0,0,N
5561,Habbit- content writing,Bangalore,IT,Any,0,0,N
5563,Habbit- market research,Bangalore,IT,Any,0,0,N
5564,Habbit- video production,Bangalore,IT,Any,0,0,N
5409,Bill Cloud Pvt Ltd,Pune,Computer Science,Any,0,0,N
5980,Cuemath- Business development,Bangalore,IT,Any,0,0,N
5532,Dinero - Full stack Mobile app development,Hyderabad ,IT,"A7 , C6",0,0,N
5648,E connect - Non Development Projects,Udaipur,IT,Any,0,0,N
5517,Asanify Technologies- Business development,Kolkata,IT,Any,0,0,N
5528,Computer Ware - Others(Wireless Hotspot Management),New delhi,IT,Any,0,0,N
5632,Hexacorp - Product Engineering,Chennai,IT,Any,0,0,N
4724,Elixar Systems - APP Development,New delhi,Computer Science,Any,0,0,N
5586,Hyphen Supply Chain Solutions Pvt Ltd - Application Development,Noida,IT,Any,0,0,N
4284,i-exceed technology solutions private limited,Bangalore,IT,A7,0,0,N
5630,IDS Infotech Ltd - Data Science,Mohali ,IT,Any,0,0,N
5629,Integra Design-Online - Application Migration,New delhi,IT,A7,0,0,N
5628,Integra Design-Online - Real Time Analytics,New delhi,IT,A7,0,0,N
5443,Hyphen Supply Chain Solutions Pvt Ltd - Coding,Noida,Computer Science,Any,0,0,N
5420,EUPHEUS LEARNING,New Delhi,Computer Science,Any,0,0,N
4255,Kerala Infrastructure and Technogy for Education,Trivandrum,IT,Any,0,0,N
5624,Kotak Education Foundation Tech - Web Development,Mumbai,IT,Any,0,0,N
5623,L & T Infotech - Business Intelligence,Mumbai,IT,"C6 , AnyA7",0,0,N
5622,L & T Infotech - Data Analytics,Mumbai,IT,"C6 , AnyA7",0,0,N
5519,Asanify Technologies- Social media marketing,Kolkata,IT,Any,0,0,N
5620,L & T Infotech - Others,Mumbai,IT,"A7 , C6 , AnyA7",0,0,N
5619,L & T Infotech - Research,Mumbai,IT,"C6 , AnyA7",0,0,N
5433,Shris  Infotech  Services Pvt Ltd,Hyderabad,Computer Science,Any,0,0,N
5643,L&T Infotech- Academy and training,Mumbai,IT,Any,0,0,N
5646,L&T Infotech- Business Development,Mumbai,IT,Any,0,0,N
5647,L&T Infotech- Presales,Mumbai,IT,Any,0,0,N
5649,L&T Infotech- Research and study on IIOT,Mumbai,IT,Any,0,0,N
5566,LogiQLabs-Data analytics,Bangalore,IT,Any,0,0,N
5567,MagTapp Technologies- Web development,Mumbai,IT,Any,0,0,N
5657,Magtapp- content development,Mumbai,IT,Any,0,0,N
5658,Magtapp- Digital marketing,Mumbai,IT,Any,0,0,N
5661,MapmyIndia- Marketing,Bangalore,IT,Any,0,0,N
5652,Contenterra Software Private Limited - Software Development,Hyderabad ,IT,Any,0,0,N
5669,Medsupervision- Digital marketing,Faridabad,IT,Any,0,0,N
5569,Medsupervision-Mobile Appl Development,Faridabad,IT,Any,0,0,N
6002,Dybo,Bangalore,IT,Any,0,0,N
5616,Multigraphics - ERP,New delhi,IT,Any,0,0,N
5673,Multigraphics Group- Digital marketing,New delhi,IT,Any,0,0,N
5674,Multigraphics Group- Market Research,New delhi,IT,Any,0,0,N
5675,Multigraphics Group- Project management,New delhi,IT,Any,0,0,N
5676,Multigraphics Group- Student behavioral analysis,New delhi,IT,Any,0,0,N
5550,Ewar Games- Market analysis,Bangalore,IT,Any,0,0,N
5938,Medsupervision Pvt. Ltd - App/AR/VR,Faridabad,Computer Science,"A3 , A8 , AA",0,0,N
5922,National Institute of Oceanography - Industrial Automation & Control,Goa,Computer Science,"A3 , A8 , AA",0,0,N
5395,MSys Technologies - Tech,Chennai,Computer Science,"A7 , C6",0,0,N
5613,North Eastern Space - Compiler Design/Geo Processing/Machine Learning,Umiam ,IT,"A3 , A7 , A8 , AA",0,0,N
5530,Core Compete pvt ltd- others ( data Engineering -ETLL),Hyderabad ,IT,Any,0,0,N
6021,CSPL - Testing,Ahmedabad ,IT,Any,0,0,N
6006,Knowcross Solutions Pvt Ltd- Tech ,New Delhi,Computer Science,A4,0,0,N
5574,Platifi Solutions - Full Stack Development,Bangalore,IT,"A7 , C6",0,0,N
5689,PreludeSys- analysis of helpdesk tickets,Chennai,IT,Any,0,0,N
5607,Preludesys- Data Analytics,Chennai,IT,"A7 , A8 , AA , AnyA3",0,0,N
5690,PreludeSys- IT helpdesk analysis,Chennai,IT,Any,0,0,N
5691,PreludeSys- marketing and inside sales analytics,Chennai,IT,Any,0,0,N
5692,PreludeSys- People analytics dashboard,Chennai,IT,Any,0,0,N
5693,PreludeSys- Presales data analytics,Chennai,IT,Any,0,0,N
6029,Proficiency Learning Solutions - Marketing collateral creation,New delhi,IT,Any,0,0,N
6028,Proficiency Learning Solutions - Training module development,New delhi,IT,Any,0,0,N
5921,National Institute of Oceanography -Embedded Systems/IoT,Goa,Computer Science,"A3 , A8 , AA",0,0,N
5576,Race2Cloud Technologies - Software Development,Bangalore,IT,Any,0,0,N
5699,Rashiv Cloud Solutions- Social media and research,Bangalore,IT,Any,0,0,N
5578,Rebus Research - Web Development,Mumbai,IT,"A3 , A7 , A8 , AA",0,0,N
6003,Redpine Signals India Pvt. Ltd. DBA Ceremorphic India Pvt. Ltd.,Hyderabad,IT,Any,0,0,N
5507,Arbunize Digital Media Pvt. Ltd - Information Extraction/NLP,Delhi,IT,Any,0,0,N
5702,Sawolabs Technologies- Market research,Bangalore,IT,Any,0,0,N
5981,Sawolabs- Developer Advocacy,Bangalore,IT,Any,0,0,N
5940,LOGIQ LABS Pvt Ltd - Machine Learning/DSP/AI,Bangalore,Computer Science,"A3 , AA",0,0,N
5958,UST Global - VLSI Design/Circuit Design,Trivandrum,Computer Science,A3,0,0,N
1409,Centre for Development of Telemetics (CDot),New delhi,Computer Science,"A3 , AA",0,0,N
5381,WEBiROID Technology & Consultancy Services Pvt. Ltd.Kolkata-Content development,Kolkata,Computer Science,Any,0,0,N
5916,TNSTC - Digital Content - Astronomy - App/AR/VR,Chennai,Computer Science,"A3 , A8 , AA",0,0,N
5905,Agile Connects Private Ltd - Embedded Systems/IoI,Mumbai,Computer Science,"A3 , A8 , AA",0,0,N
5516,Arbunize digital media- Alternate career prediction,Delhi,IT,Any,0,0,N
5511,Bintix Waste Research Private Limited - Tech-Software Development,Hyderabad ,IT,Any,0,0,N
5529,Computer Ware -Others(ReportGeneration),New delhi,IT,Any,0,0,N
5707,Takshila Learning- Business intelligence,New delhi,IT,Any,0,0,N
5708,Takshila Learning- Operations,New delhi,IT,Any,0,0,N
5709,Takshila learning- Value education,New delhi,IT,Any,0,0,N
3590,Race2Cloud Technologies Pvt. Ltd. -  Apps on Zoho Creator,Bangalore,Computer Science,Any,0,0,N
5585,Urjanet - Software Development,Chennai,IT,"A7 , C6",0,0,N
5713,Urjanet- Quality assurance,Chennai,IT,Any,0,0,N
2663,Regional Remote Sensing Centre,Jodhpur,Computer Science,"A3 , A7 , A8 , AA",0,0,N
5595,VComply - Data Analytics,Kolkata,IT,Any,0,0,N
5939,Madras Mindworks Pvt Ltd - App/AR/VR,Chennai,Computer Science,"A3 , A8 , AA",0,0,N
5380,WEBiROID Technology & Consultancy Services Pvt. Ltd.Kolkata-Digital Marketing,Kolkata,Computer Science,Any,0,0,N
5503,Agile connect - Cloud Appplication Dev,Mumbai,IT,Any,0,0,N
5553,"Village Book Builders,Mapleton, UT, USA-Backend Development",Usa,IT,A7,0,0,N
5555,"Village Book Builders,Mapleton, UT, USA-Front End Development",Usa,IT,A7,0,0,N
5556,"Village Book Builders,Mapleton, UT, USA-Web Analytics and Optimizatiom",Usa,IT,A7,0,0,N
5717,Village book builders- IT networking,Usa,IT,A7,0,0,N
